Datetime,EKPC_MW
2018-04-25 01:00:00,1080.0
2018-04-25 02:00:00,1028.0
2018-04-25 03:00:00,1023.0
2018-04-25 04:00:00,1034.0
2018-04-25 05:00:00,1059.0
2018-04-25 06:00:00,1144.0
2018-04-25 07:00:00,1307.0
2018-04-25 08:00:00,1336.0
2018-04-25 09:00:00,1314.0
2018-04-25 10:00:00,1311.0
2018-04-25 11:00:00,1281.0
2018-04-25 12:00:00,1279.0
2018-04-25 13:00:00,1275.0
2018-04-25 14:00:00,1258.0
2018-04-25 15:00:00,1206.0
2018-04-25 16:00:00,1227.0
2018-04-25 17:00:00,1226.0
2018-04-25 18:00:00,1253.0
2018-04-25 19:00:00,1268.0
2018-04-25 20:00:00,1297.0
2018-04-25 21:00:00,1367.0
2018-04-25 22:00:00,1365.0
2018-04-25 23:00:00,1284.0
2018-04-25 00:00:00,1145.0
