Datetime,EKPC_MW
2018-04-30 01:00:00,1130.0
2018-04-30 02:00:00,1142.0
2018-04-30 03:00:00,1160.0
2018-04-30 04:00:00,1189.0
2018-04-30 05:00:00,1269.0
2018-04-30 06:00:00,1382.0
2018-04-30 07:00:00,1640.0
2018-04-30 08:00:00,1653.0
2018-04-30 09:00:00,1499.0
2018-04-30 10:00:00,1346.0
2018-04-30 11:00:00,1282.0
2018-04-30 12:00:00,1228.0
2018-04-30 13:00:00,1203.0
2018-04-30 14:00:00,1185.0
2018-04-30 15:00:00,1182.0
2018-04-30 16:00:00,1161.0
2018-04-30 17:00:00,1183.0
2018-04-30 18:00:00,1235.0
2018-04-30 19:00:00,1258.0
2018-04-30 20:00:00,1285.0
2018-04-30 21:00:00,1366.0
2018-04-30 22:00:00,1378.0
2018-04-30 23:00:00,1260.0
2018-04-30 00:00:00,1186.0
