Datetime,EKPC_MW
2013-10-31 01:00:00,969.0
2013-10-31 02:00:00,911.0
2013-10-31 03:00:00,889.0
2013-10-31 04:00:00,889.0
2013-10-31 05:00:00,913.0
2013-10-31 06:00:00,987.0
2013-10-31 07:00:00,1149.0
2013-10-31 08:00:00,1218.0
2013-10-31 09:00:00,1198.0
2013-10-31 10:00:00,1183.0
2013-10-31 11:00:00,1199.0
2013-10-31 12:00:00,1173.0
2013-10-31 13:00:00,1169.0
2013-10-31 14:00:00,1148.0
2013-10-31 15:00:00,1159.0
2013-10-31 16:00:00,1145.0
2013-10-31 17:00:00,1189.0
2013-10-31 18:00:00,1196.0
2013-10-31 19:00:00,1241.0
2013-10-31 20:00:00,1287.0
2013-10-31 21:00:00,1284.0
2013-10-31 22:00:00,1279.0
2013-10-31 23:00:00,1136.0
2013-10-31 00:00:00,1064.0
