Datetime,EKPC_MW
2018-04-28 01:00:00,1050.0
2018-04-28 02:00:00,1017.0
2018-04-28 03:00:00,995.0
2018-04-28 04:00:00,1008.0
2018-04-28 05:00:00,1056.0
2018-04-28 06:00:00,1078.0
2018-04-28 07:00:00,1165.0
2018-04-28 08:00:00,1222.0
2018-04-28 09:00:00,1268.0
2018-04-28 10:00:00,1252.0
2018-04-28 11:00:00,1232.0
2018-04-28 12:00:00,1204.0
2018-04-28 13:00:00,1188.0
2018-04-28 14:00:00,1149.0
2018-04-28 15:00:00,1140.0
2018-04-28 16:00:00,1101.0
2018-04-28 17:00:00,1148.0
2018-04-28 18:00:00,1166.0
2018-04-28 19:00:00,1158.0
2018-04-28 20:00:00,1140.0
2018-04-28 21:00:00,1233.0
2018-04-28 22:00:00,1279.0
2018-04-28 23:00:00,1225.0
2018-04-28 00:00:00,1115.0
