Datetime,EKPC_MW
2016-05-24 01:00:00,1059.0
2016-05-24 02:00:00,984.0
2016-05-24 03:00:00,957.0
2016-05-24 04:00:00,941.0
2016-05-24 05:00:00,965.0
2016-05-24 06:00:00,1046.0
2016-05-24 07:00:00,1153.0
2016-05-24 08:00:00,1194.0
2016-05-24 09:00:00,1197.0
2016-05-24 10:00:00,1213.0
2016-05-24 11:00:00,1233.0
2016-05-24 12:00:00,1272.0
2016-05-24 13:00:00,1310.0
2016-05-24 14:00:00,1344.0
2016-05-24 15:00:00,1404.0
2016-05-24 16:00:00,1452.0
2016-05-24 17:00:00,1537.0
2016-05-24 18:00:00,1565.0
2016-05-24 19:00:00,1595.0
2016-05-24 20:00:00,1543.0
2016-05-24 21:00:00,1540.0
2016-05-24 22:00:00,1536.0
2016-05-24 23:00:00,1425.0
2016-05-24 00:00:00,1172.0
