Datetime,EKPC_MW
2014-06-13 01:00:00,1153.0
2014-06-13 02:00:00,1094.0
2014-06-13 03:00:00,1023.0
2014-06-13 04:00:00,1013.0
2014-06-13 05:00:00,984.0
2014-06-13 06:00:00,1072.0
2014-06-13 07:00:00,1107.0
2014-06-13 08:00:00,1183.0
2014-06-13 09:00:00,1220.0
2014-06-13 10:00:00,1281.0
2014-06-13 11:00:00,1302.0
2014-06-13 12:00:00,1343.0
2014-06-13 13:00:00,1414.0
2014-06-13 14:00:00,1443.0
2014-06-13 15:00:00,1453.0
2014-06-13 16:00:00,1482.0
2014-06-13 17:00:00,1525.0
2014-06-13 18:00:00,1559.0
2014-06-13 19:00:00,1535.0
2014-06-13 20:00:00,1521.0
2014-06-13 21:00:00,1452.0
2014-06-13 22:00:00,1434.0
2014-06-13 23:00:00,1366.0
2014-06-13 00:00:00,1301.0
