Datetime,EKPC_MW
2014-01-04 01:00:00,2260.0
2014-01-04 02:00:00,2297.0
2014-01-04 03:00:00,2307.0
2014-01-04 04:00:00,2292.0
2014-01-04 05:00:00,2296.0
2014-01-04 06:00:00,2346.0
2014-01-04 07:00:00,2343.0
2014-01-04 08:00:00,2406.0
2014-01-04 09:00:00,2414.0
2014-01-04 10:00:00,2243.0
2014-01-04 11:00:00,2167.0
2014-01-04 12:00:00,2029.0
2014-01-04 13:00:00,1854.0
2014-01-04 14:00:00,1796.0
2014-01-04 15:00:00,1704.0
2014-01-04 16:00:00,1649.0
2014-01-04 17:00:00,1651.0
2014-01-04 18:00:00,1789.0
2014-01-04 19:00:00,1942.0
2014-01-04 20:00:00,1959.0
2014-01-04 21:00:00,1967.0
2014-01-04 22:00:00,1959.0
2014-01-04 23:00:00,1894.0
2014-01-04 00:00:00,2335.0
