Datetime,EKPC_MW
2014-09-20 01:00:00,902.0
2014-09-20 02:00:00,844.0
2014-09-20 03:00:00,798.0
2014-09-20 04:00:00,784.0
2014-09-20 05:00:00,757.0
2014-09-20 06:00:00,798.0
2014-09-20 07:00:00,828.0
2014-09-20 08:00:00,886.0
2014-09-20 09:00:00,945.0
2014-09-20 10:00:00,1041.0
2014-09-20 11:00:00,1093.0
2014-09-20 12:00:00,1150.0
2014-09-20 13:00:00,1209.0
2014-09-20 14:00:00,1256.0
2014-09-20 15:00:00,1329.0
2014-09-20 16:00:00,1351.0
2014-09-20 17:00:00,1437.0
2014-09-20 18:00:00,1427.0
2014-09-20 19:00:00,1391.0
2014-09-20 20:00:00,1366.0
2014-09-20 21:00:00,1361.0
2014-09-20 22:00:00,1288.0
2014-09-20 23:00:00,1183.0
2014-09-20 00:00:00,985.0
