Datetime,EKPC_MW
2015-05-14 01:00:00,946.0
2015-05-14 02:00:00,888.0
2015-05-14 03:00:00,865.0
2015-05-14 04:00:00,907.0
2015-05-14 05:00:00,929.0
2015-05-14 06:00:00,999.0
2015-05-14 07:00:00,1150.0
2015-05-14 08:00:00,1215.0
2015-05-14 09:00:00,1187.0
2015-05-14 10:00:00,1157.0
2015-05-14 11:00:00,1138.0
2015-05-14 12:00:00,1141.0
2015-05-14 13:00:00,1126.0
2015-05-14 14:00:00,1209.0
2015-05-14 15:00:00,1217.0
2015-05-14 16:00:00,1269.0
2015-05-14 17:00:00,1276.0
2015-05-14 18:00:00,1305.0
2015-05-14 19:00:00,1338.0
2015-05-14 20:00:00,1335.0
2015-05-14 21:00:00,1359.0
2015-05-14 22:00:00,1407.0
2015-05-14 23:00:00,1321.0
2015-05-14 00:00:00,1060.0
