Datetime,EKPC_MW
2018-01-09 01:00:00,1631.0
2018-01-09 02:00:00,1638.0
2018-01-09 03:00:00,1600.0
2018-01-09 04:00:00,1588.0
2018-01-09 05:00:00,1621.0
2018-01-09 06:00:00,1736.0
2018-01-09 07:00:00,1876.0
2018-01-09 08:00:00,1920.0
2018-01-09 09:00:00,1875.0
2018-01-09 10:00:00,1833.0
2018-01-09 11:00:00,1795.0
2018-01-09 12:00:00,1744.0
2018-01-09 13:00:00,1642.0
2018-01-09 14:00:00,1633.0
2018-01-09 15:00:00,1562.0
2018-01-09 16:00:00,1546.0
2018-01-09 17:00:00,1590.0
2018-01-09 18:00:00,1721.0
2018-01-09 19:00:00,1793.0
2018-01-09 20:00:00,1838.0
2018-01-09 21:00:00,1825.0
2018-01-09 22:00:00,1755.0
2018-01-09 23:00:00,1680.0
2018-01-09 00:00:00,1705.0
