Datetime,EKPC_MW
2013-11-27 01:00:00,1691.0
2013-11-27 02:00:00,1641.0
2013-11-27 03:00:00,1654.0
2013-11-27 04:00:00,1677.0
2013-11-27 05:00:00,1701.0
2013-11-27 06:00:00,1783.0
2013-11-27 07:00:00,1900.0
2013-11-27 08:00:00,2011.0
2013-11-27 09:00:00,2037.0
2013-11-27 10:00:00,2107.0
2013-11-27 11:00:00,2054.0
2013-11-27 12:00:00,2049.0
2013-11-27 13:00:00,2034.0
2013-11-27 14:00:00,2020.0
2013-11-27 15:00:00,2017.0
2013-11-27 16:00:00,1994.0
2013-11-27 17:00:00,2037.0
2013-11-27 18:00:00,2143.0
2013-11-27 19:00:00,2193.0
2013-11-27 20:00:00,2200.0
2013-11-27 21:00:00,2178.0
2013-11-27 22:00:00,2151.0
2013-11-27 23:00:00,2111.0
2013-11-27 00:00:00,1680.0
