Datetime,EKPC_MW
2016-07-26 01:00:00,1429.0
2016-07-26 02:00:00,1314.0
2016-07-26 03:00:00,1264.0
2016-07-26 04:00:00,1250.0
2016-07-26 05:00:00,1218.0
2016-07-26 06:00:00,1236.0
2016-07-26 07:00:00,1354.0
2016-07-26 08:00:00,1378.0
2016-07-26 09:00:00,1470.0
2016-07-26 10:00:00,1603.0
2016-07-26 11:00:00,1754.0
2016-07-26 12:00:00,1923.0
2016-07-26 13:00:00,1978.0
2016-07-26 14:00:00,2059.0
2016-07-26 15:00:00,2135.0
2016-07-26 16:00:00,2157.0
2016-07-26 17:00:00,2187.0
2016-07-26 18:00:00,2270.0
2016-07-26 19:00:00,2223.0
2016-07-26 20:00:00,2138.0
2016-07-26 21:00:00,2053.0
2016-07-26 22:00:00,2026.0
2016-07-26 23:00:00,1856.0
2016-07-26 00:00:00,1517.0
