Datetime,EKPC_MW
2018-01-04 01:00:00,2179.0
2018-01-04 02:00:00,2223.0
2018-01-04 03:00:00,2265.0
2018-01-04 04:00:00,2317.0
2018-01-04 05:00:00,2409.0
2018-01-04 06:00:00,2466.0
2018-01-04 07:00:00,2658.0
2018-01-04 08:00:00,2747.0
2018-01-04 09:00:00,2727.0
2018-01-04 10:00:00,2682.0
2018-01-04 11:00:00,2577.0
2018-01-04 12:00:00,2471.0
2018-01-04 13:00:00,2379.0
2018-01-04 14:00:00,2309.0
2018-01-04 15:00:00,2276.0
2018-01-04 16:00:00,2347.0
2018-01-04 17:00:00,2336.0
2018-01-04 18:00:00,2513.0
2018-01-04 19:00:00,2650.0
2018-01-04 20:00:00,2710.0
2018-01-04 21:00:00,2669.0
2018-01-04 22:00:00,2672.0
2018-01-04 23:00:00,2652.0
2018-01-04 00:00:00,2247.0
