Datetime,EKPC_MW
2015-04-11 01:00:00,1031.0
2015-04-11 02:00:00,995.0
2015-04-11 03:00:00,953.0
2015-04-11 04:00:00,965.0
2015-04-11 05:00:00,963.0
2015-04-11 06:00:00,1026.0
2015-04-11 07:00:00,1127.0
2015-04-11 08:00:00,1185.0
2015-04-11 09:00:00,1250.0
2015-04-11 10:00:00,1263.0
2015-04-11 11:00:00,1231.0
2015-04-11 12:00:00,1194.0
2015-04-11 13:00:00,1150.0
2015-04-11 14:00:00,1139.0
2015-04-11 15:00:00,1103.0
2015-04-11 16:00:00,1079.0
2015-04-11 17:00:00,1119.0
2015-04-11 18:00:00,1105.0
2015-04-11 19:00:00,1142.0
2015-04-11 20:00:00,1134.0
2015-04-11 21:00:00,1226.0
2015-04-11 22:00:00,1247.0
2015-04-11 23:00:00,1211.0
2015-04-11 00:00:00,1109.0
