Datetime,EKPC_MW
2015-09-20 01:00:00,1043.0
2015-09-20 02:00:00,991.0
2015-09-20 03:00:00,907.0
2015-09-20 04:00:00,904.0
2015-09-20 05:00:00,888.0
2015-09-20 06:00:00,882.0
2015-09-20 07:00:00,913.0
2015-09-20 08:00:00,942.0
2015-09-20 09:00:00,1057.0
2015-09-20 10:00:00,1123.0
2015-09-20 11:00:00,1152.0
2015-09-20 12:00:00,1188.0
2015-09-20 13:00:00,1207.0
2015-09-20 14:00:00,1256.0
2015-09-20 15:00:00,1267.0
2015-09-20 16:00:00,1293.0
2015-09-20 17:00:00,1309.0
2015-09-20 18:00:00,1344.0
2015-09-20 19:00:00,1324.0
2015-09-20 20:00:00,1341.0
2015-09-20 21:00:00,1406.0
2015-09-20 22:00:00,1297.0
2015-09-20 23:00:00,1172.0
2015-09-20 00:00:00,1074.0
