Datetime,EKPC_MW
2017-12-08 01:00:00,1907.0
2017-12-08 02:00:00,1874.0
2017-12-08 03:00:00,1914.0
2017-12-08 04:00:00,1951.0
2017-12-08 05:00:00,1975.0
2017-12-08 06:00:00,2051.0
2017-12-08 07:00:00,2231.0
2017-12-08 08:00:00,2268.0
2017-12-08 09:00:00,2194.0
2017-12-08 10:00:00,2133.0
2017-12-08 11:00:00,2043.0
2017-12-08 12:00:00,1944.0
2017-12-08 13:00:00,1924.0
2017-12-08 14:00:00,1883.0
2017-12-08 15:00:00,1856.0
2017-12-08 16:00:00,1839.0
2017-12-08 17:00:00,1891.0
2017-12-08 18:00:00,2009.0
2017-12-08 19:00:00,2082.0
2017-12-08 20:00:00,2099.0
2017-12-08 21:00:00,2054.0
2017-12-08 22:00:00,2082.0
2017-12-08 23:00:00,2000.0
2017-12-08 00:00:00,1963.0
