Datetime,EKPC_MW
2015-06-18 01:00:00,1236.0
2015-06-18 02:00:00,1134.0
2015-06-18 03:00:00,1055.0
2015-06-18 04:00:00,1031.0
2015-06-18 05:00:00,1013.0
2015-06-18 06:00:00,1056.0
2015-06-18 07:00:00,1093.0
2015-06-18 08:00:00,1209.0
2015-06-18 09:00:00,1283.0
2015-06-18 10:00:00,1405.0
2015-06-18 11:00:00,1546.0
2015-06-18 12:00:00,1692.0
2015-06-18 13:00:00,1790.0
2015-06-18 14:00:00,1871.0
2015-06-18 15:00:00,1894.0
2015-06-18 16:00:00,1885.0
2015-06-18 17:00:00,1860.0
2015-06-18 18:00:00,1807.0
2015-06-18 19:00:00,1701.0
2015-06-18 20:00:00,1646.0
2015-06-18 21:00:00,1591.0
2015-06-18 22:00:00,1587.0
2015-06-18 23:00:00,1461.0
2015-06-18 00:00:00,1367.0
