Datetime,EKPC_MW
2014-08-07 01:00:00,1308.0
2014-08-07 02:00:00,1191.0
2014-08-07 03:00:00,1139.0
2014-08-07 04:00:00,1072.0
2014-08-07 05:00:00,1092.0
2014-08-07 06:00:00,1135.0
2014-08-07 07:00:00,1246.0
2014-08-07 08:00:00,1229.0
2014-08-07 09:00:00,1282.0
2014-08-07 10:00:00,1359.0
2014-08-07 11:00:00,1403.0
2014-08-07 12:00:00,1480.0
2014-08-07 13:00:00,1588.0
2014-08-07 14:00:00,1656.0
2014-08-07 15:00:00,1720.0
2014-08-07 16:00:00,1793.0
2014-08-07 17:00:00,1810.0
2014-08-07 18:00:00,1862.0
2014-08-07 19:00:00,1810.0
2014-08-07 20:00:00,1737.0
2014-08-07 21:00:00,1725.0
2014-08-07 22:00:00,1696.0
2014-08-07 23:00:00,1581.0
2014-08-07 00:00:00,1423.0
