Datetime,EKPC_MW
2017-02-11 01:00:00,1297.0
2017-02-11 02:00:00,1257.0
2017-02-11 03:00:00,1200.0
2017-02-11 04:00:00,1197.0
2017-02-11 05:00:00,1239.0
2017-02-11 06:00:00,1243.0
2017-02-11 07:00:00,1274.0
2017-02-11 08:00:00,1312.0
2017-02-11 09:00:00,1364.0
2017-02-11 10:00:00,1395.0
2017-02-11 11:00:00,1393.0
2017-02-11 12:00:00,1323.0
2017-02-11 13:00:00,1339.0
2017-02-11 14:00:00,1194.0
2017-02-11 15:00:00,1191.0
2017-02-11 16:00:00,1235.0
2017-02-11 17:00:00,1229.0
2017-02-11 18:00:00,1242.0
2017-02-11 19:00:00,1305.0
2017-02-11 20:00:00,1268.0
2017-02-11 21:00:00,1277.0
2017-02-11 22:00:00,1240.0
2017-02-11 23:00:00,1190.0
2017-02-11 00:00:00,1367.0
