Datetime,EKPC_MW
2013-07-05 01:00:00,1049.0
2013-07-05 02:00:00,969.0
2013-07-05 03:00:00,944.0
2013-07-05 04:00:00,913.0
2013-07-05 05:00:00,921.0
2013-07-05 06:00:00,938.0
2013-07-05 07:00:00,963.0
2013-07-05 08:00:00,1005.0
2013-07-05 09:00:00,1075.0
2013-07-05 10:00:00,1146.0
2013-07-05 11:00:00,1240.0
2013-07-05 12:00:00,1282.0
2013-07-05 13:00:00,1320.0
2013-07-05 14:00:00,1374.0
2013-07-05 15:00:00,1418.0
2013-07-05 16:00:00,1447.0
2013-07-05 17:00:00,1478.0
2013-07-05 18:00:00,1509.0
2013-07-05 19:00:00,1499.0
2013-07-05 20:00:00,1433.0
2013-07-05 21:00:00,1396.0
2013-07-05 22:00:00,1404.0
2013-07-05 23:00:00,1332.0
2013-07-05 00:00:00,1149.0
