Datetime,EKPC_MW
2016-07-14 01:00:00,1486.0
2016-07-14 02:00:00,1315.0
2016-07-14 03:00:00,1295.0
2016-07-14 04:00:00,1239.0
2016-07-14 05:00:00,1221.0
2016-07-14 06:00:00,1260.0
2016-07-14 07:00:00,1326.0
2016-07-14 08:00:00,1358.0
2016-07-14 09:00:00,1414.0
2016-07-14 10:00:00,1611.0
2016-07-14 11:00:00,1752.0
2016-07-14 12:00:00,1879.0
2016-07-14 13:00:00,1916.0
2016-07-14 14:00:00,2001.0
2016-07-14 15:00:00,1971.0
2016-07-14 16:00:00,1985.0
2016-07-14 17:00:00,1896.0
2016-07-14 18:00:00,1888.0
2016-07-14 19:00:00,1818.0
2016-07-14 20:00:00,1771.0
2016-07-14 21:00:00,1721.0
2016-07-14 22:00:00,1662.0
2016-07-14 23:00:00,1528.0
2016-07-14 00:00:00,1610.0
