Datetime,EKPC_MW
2014-03-15 01:00:00,1210.0
2014-03-15 02:00:00,1155.0
2014-03-15 03:00:00,1187.0
2014-03-15 04:00:00,1164.0
2014-03-15 05:00:00,1190.0
2014-03-15 06:00:00,1216.0
2014-03-15 07:00:00,1315.0
2014-03-15 08:00:00,1391.0
2014-03-15 09:00:00,1492.0
2014-03-15 10:00:00,1435.0
2014-03-15 11:00:00,1410.0
2014-03-15 12:00:00,1319.0
2014-03-15 13:00:00,1243.0
2014-03-15 14:00:00,1231.0
2014-03-15 15:00:00,1156.0
2014-03-15 16:00:00,1124.0
2014-03-15 17:00:00,1117.0
2014-03-15 18:00:00,1116.0
2014-03-15 19:00:00,1132.0
2014-03-15 20:00:00,1135.0
2014-03-15 21:00:00,1274.0
2014-03-15 22:00:00,1270.0
2014-03-15 23:00:00,1248.0
2014-03-15 00:00:00,1272.0
