Datetime,EKPC_MW
2013-08-28 01:00:00,1367.0
2013-08-28 02:00:00,1272.0
2013-08-28 03:00:00,1204.0
2013-08-28 04:00:00,1154.0
2013-08-28 05:00:00,1162.0
2013-08-28 06:00:00,1212.0
2013-08-28 07:00:00,1372.0
2013-08-28 08:00:00,1358.0
2013-08-28 09:00:00,1361.0
2013-08-28 10:00:00,1487.0
2013-08-28 11:00:00,1537.0
2013-08-28 12:00:00,1703.0
2013-08-28 13:00:00,1798.0
2013-08-28 14:00:00,1927.0
2013-08-28 15:00:00,2005.0
2013-08-28 16:00:00,2038.0
2013-08-28 17:00:00,2129.0
2013-08-28 18:00:00,2151.0
2013-08-28 19:00:00,2147.0
2013-08-28 20:00:00,2060.0
2013-08-28 21:00:00,2090.0
2013-08-28 22:00:00,1959.0
2013-08-28 23:00:00,1786.0
2013-08-28 00:00:00,1502.0
