Datetime,EKPC_MW
2016-01-21 01:00:00,1944.0
2016-01-21 02:00:00,1999.0
2016-01-21 03:00:00,2000.0
2016-01-21 04:00:00,2052.0
2016-01-21 05:00:00,2111.0
2016-01-21 06:00:00,2185.0
2016-01-21 07:00:00,2323.0
2016-01-21 08:00:00,2352.0
2016-01-21 09:00:00,2371.0
2016-01-21 10:00:00,2390.0
2016-01-21 11:00:00,2341.0
2016-01-21 12:00:00,2258.0
2016-01-21 13:00:00,2200.0
2016-01-21 14:00:00,2091.0
2016-01-21 15:00:00,2062.0
2016-01-21 16:00:00,2002.0
2016-01-21 17:00:00,2077.0
2016-01-21 18:00:00,2183.0
2016-01-21 19:00:00,2348.0
2016-01-21 20:00:00,2347.0
2016-01-21 21:00:00,2313.0
2016-01-21 22:00:00,2271.0
2016-01-21 23:00:00,2242.0
2016-01-21 00:00:00,1987.0
