Datetime,EKPC_MW
2014-08-23 01:00:00,1383.0
2014-08-23 02:00:00,1303.0
2014-08-23 03:00:00,1249.0
2014-08-23 04:00:00,1176.0
2014-08-23 05:00:00,1151.0
2014-08-23 06:00:00,1085.0
2014-08-23 07:00:00,1183.0
2014-08-23 08:00:00,1212.0
2014-08-23 09:00:00,1333.0
2014-08-23 10:00:00,1486.0
2014-08-23 11:00:00,1657.0
2014-08-23 12:00:00,1767.0
2014-08-23 13:00:00,1912.0
2014-08-23 14:00:00,1989.0
2014-08-23 15:00:00,2051.0
2014-08-23 16:00:00,2058.0
2014-08-23 17:00:00,2099.0
2014-08-23 18:00:00,2109.0
2014-08-23 19:00:00,2033.0
2014-08-23 20:00:00,1923.0
2014-08-23 21:00:00,1863.0
2014-08-23 22:00:00,1816.0
2014-08-23 23:00:00,1620.0
2014-08-23 00:00:00,1576.0
