Datetime,EKPC_MW
2017-12-12 01:00:00,1463.0
2017-12-12 02:00:00,1458.0
2017-12-12 03:00:00,1447.0
2017-12-12 04:00:00,1457.0
2017-12-12 05:00:00,1503.0
2017-12-12 06:00:00,1593.0
2017-12-12 07:00:00,1746.0
2017-12-12 08:00:00,1879.0
2017-12-12 09:00:00,1893.0
2017-12-12 10:00:00,1895.0
2017-12-12 11:00:00,1952.0
2017-12-12 12:00:00,1920.0
2017-12-12 13:00:00,1868.0
2017-12-12 14:00:00,1841.0
2017-12-12 15:00:00,1838.0
2017-12-12 16:00:00,1868.0
2017-12-12 17:00:00,1932.0
2017-12-12 18:00:00,2144.0
2017-12-12 19:00:00,2283.0
2017-12-12 20:00:00,2310.0
2017-12-12 21:00:00,2324.0
2017-12-12 22:00:00,2282.0
2017-12-12 23:00:00,2179.0
2017-12-12 00:00:00,1498.0
