Datetime,EKPC_MW
2015-02-23 01:00:00,1859.0
2015-02-23 02:00:00,1911.0
2015-02-23 03:00:00,1939.0
2015-02-23 04:00:00,1989.0
2015-02-23 05:00:00,2063.0
2015-02-23 06:00:00,2139.0
2015-02-23 07:00:00,2281.0
2015-02-23 08:00:00,2364.0
2015-02-23 09:00:00,2299.0
2015-02-23 10:00:00,2273.0
2015-02-23 11:00:00,2197.0
2015-02-23 12:00:00,2133.0
2015-02-23 13:00:00,2062.0
2015-02-23 14:00:00,2033.0
2015-02-23 15:00:00,1984.0
2015-02-23 16:00:00,1994.0
2015-02-23 17:00:00,2021.0
2015-02-23 18:00:00,2122.0
2015-02-23 19:00:00,2309.0
2015-02-23 20:00:00,2578.0
2015-02-23 21:00:00,2547.0
2015-02-23 22:00:00,2589.0
2015-02-23 23:00:00,2586.0
2015-02-23 00:00:00,1930.0
