Datetime,EKPC_MW
2016-11-24 01:00:00,1173.0
2016-11-24 02:00:00,1081.0
2016-11-24 03:00:00,990.0
2016-11-24 04:00:00,978.0
2016-11-24 05:00:00,976.0
2016-11-24 06:00:00,975.0
2016-11-24 07:00:00,1013.0
2016-11-24 08:00:00,1111.0
2016-11-24 09:00:00,1221.0
2016-11-24 10:00:00,1348.0
2016-11-24 11:00:00,1433.0
2016-11-24 12:00:00,1401.0
2016-11-24 13:00:00,1330.0
2016-11-24 14:00:00,1180.0
2016-11-24 15:00:00,1115.0
2016-11-24 16:00:00,1068.0
2016-11-24 17:00:00,1047.0
2016-11-24 18:00:00,1103.0
2016-11-24 19:00:00,1135.0
2016-11-24 20:00:00,1133.0
2016-11-24 21:00:00,1148.0
2016-11-24 22:00:00,1120.0
2016-11-24 23:00:00,1119.0
2016-11-24 00:00:00,1264.0
