Datetime,EKPC_MW
2015-11-29 01:00:00,1008.0
2015-11-29 02:00:00,937.0
2015-11-29 03:00:00,948.0
2015-11-29 04:00:00,942.0
2015-11-29 05:00:00,955.0
2015-11-29 06:00:00,984.0
2015-11-29 07:00:00,1040.0
2015-11-29 08:00:00,1102.0
2015-11-29 09:00:00,1215.0
2015-11-29 10:00:00,1307.0
2015-11-29 11:00:00,1307.0
2015-11-29 12:00:00,1310.0
2015-11-29 13:00:00,1343.0
2015-11-29 14:00:00,1333.0
2015-11-29 15:00:00,1327.0
2015-11-29 16:00:00,1318.0
2015-11-29 17:00:00,1399.0
2015-11-29 18:00:00,1478.0
2015-11-29 19:00:00,1523.0
2015-11-29 20:00:00,1527.0
2015-11-29 21:00:00,1517.0
2015-11-29 22:00:00,1454.0
2015-11-29 23:00:00,1339.0
2015-11-29 00:00:00,1060.0
