Datetime,EKPC_MW
2015-05-21 01:00:00,1014.0
2015-05-21 02:00:00,958.0
2015-05-21 03:00:00,917.0
2015-05-21 04:00:00,892.0
2015-05-21 05:00:00,899.0
2015-05-21 06:00:00,1000.0
2015-05-21 07:00:00,1132.0
2015-05-21 08:00:00,1182.0
2015-05-21 09:00:00,1163.0
2015-05-21 10:00:00,1130.0
2015-05-21 11:00:00,1109.0
2015-05-21 12:00:00,1133.0
2015-05-21 13:00:00,1164.0
2015-05-21 14:00:00,1169.0
2015-05-21 15:00:00,1151.0
2015-05-21 16:00:00,1176.0
2015-05-21 17:00:00,1200.0
2015-05-21 18:00:00,1244.0
2015-05-21 19:00:00,1225.0
2015-05-21 20:00:00,1280.0
2015-05-21 21:00:00,1290.0
2015-05-21 22:00:00,1350.0
2015-05-21 23:00:00,1262.0
2015-05-21 00:00:00,1125.0
