Datetime,EKPC_MW
2015-01-19 01:00:00,1578.0
2015-01-19 02:00:00,1583.0
2015-01-19 03:00:00,1622.0
2015-01-19 04:00:00,1655.0
2015-01-19 05:00:00,1740.0
2015-01-19 06:00:00,1845.0
2015-01-19 07:00:00,1954.0
2015-01-19 08:00:00,2036.0
2015-01-19 09:00:00,2057.0
2015-01-19 10:00:00,1976.0
2015-01-19 11:00:00,1807.0
2015-01-19 12:00:00,1672.0
2015-01-19 13:00:00,1565.0
2015-01-19 14:00:00,1494.0
2015-01-19 15:00:00,1394.0
2015-01-19 16:00:00,1303.0
2015-01-19 17:00:00,1317.0
2015-01-19 18:00:00,1372.0
2015-01-19 19:00:00,1549.0
2015-01-19 20:00:00,1623.0
2015-01-19 21:00:00,1653.0
2015-01-19 22:00:00,1603.0
2015-01-19 23:00:00,1553.0
2015-01-19 00:00:00,1594.0
