Datetime,EKPC_MW
2013-12-13 01:00:00,2066.0
2013-12-13 02:00:00,2016.0
2013-12-13 03:00:00,2037.0
2013-12-13 04:00:00,2049.0
2013-12-13 05:00:00,2128.0
2013-12-13 06:00:00,2245.0
2013-12-13 07:00:00,2426.0
2013-12-13 08:00:00,2469.0
2013-12-13 09:00:00,2327.0
2013-12-13 10:00:00,2147.0
2013-12-13 11:00:00,1979.0
2013-12-13 12:00:00,1789.0
2013-12-13 13:00:00,1632.0
2013-12-13 14:00:00,1609.0
2013-12-13 15:00:00,1597.0
2013-12-13 16:00:00,1630.0
2013-12-13 17:00:00,1700.0
2013-12-13 18:00:00,1837.0
2013-12-13 19:00:00,1883.0
2013-12-13 20:00:00,1869.0
2013-12-13 21:00:00,1853.0
2013-12-13 22:00:00,1816.0
2013-12-13 23:00:00,1799.0
2013-12-13 00:00:00,2127.0
