Datetime,EKPC_MW
2014-07-20 01:00:00,1134.0
2014-07-20 02:00:00,1026.0
2014-07-20 03:00:00,1006.0
2014-07-20 04:00:00,983.0
2014-07-20 05:00:00,984.0
2014-07-20 06:00:00,969.0
2014-07-20 07:00:00,944.0
2014-07-20 08:00:00,1033.0
2014-07-20 09:00:00,1112.0
2014-07-20 10:00:00,1224.0
2014-07-20 11:00:00,1298.0
2014-07-20 12:00:00,1321.0
2014-07-20 13:00:00,1444.0
2014-07-20 14:00:00,1513.0
2014-07-20 15:00:00,1560.0
2014-07-20 16:00:00,1637.0
2014-07-20 17:00:00,1697.0
2014-07-20 18:00:00,1796.0
2014-07-20 19:00:00,1782.0
2014-07-20 20:00:00,1752.0
2014-07-20 21:00:00,1698.0
2014-07-20 22:00:00,1666.0
2014-07-20 23:00:00,1545.0
2014-07-20 00:00:00,1215.0
