Datetime,EKPC_MW
2015-03-03 01:00:00,1760.0
2015-03-03 02:00:00,1751.0
2015-03-03 03:00:00,1720.0
2015-03-03 04:00:00,1740.0
2015-03-03 05:00:00,1740.0
2015-03-03 06:00:00,1745.0
2015-03-03 07:00:00,1922.0
2015-03-03 08:00:00,1918.0
2015-03-03 09:00:00,1822.0
2015-03-03 10:00:00,1735.0
2015-03-03 11:00:00,1704.0
2015-03-03 12:00:00,1640.0
2015-03-03 13:00:00,1569.0
2015-03-03 14:00:00,1474.0
2015-03-03 15:00:00,1426.0
2015-03-03 16:00:00,1370.0
2015-03-03 17:00:00,1373.0
2015-03-03 18:00:00,1397.0
2015-03-03 19:00:00,1475.0
2015-03-03 20:00:00,1535.0
2015-03-03 21:00:00,1501.0
2015-03-03 22:00:00,1431.0
2015-03-03 23:00:00,1333.0
2015-03-03 00:00:00,1881.0
