Datetime,AEP_MW
2006-03-02 01:00:00,14175.0
2006-03-02 02:00:00,13847.0
2006-03-02 03:00:00,13668.0
2006-03-02 04:00:00,13596.0
2006-03-02 05:00:00,13774.0
2006-03-02 06:00:00,14667.0
2006-03-02 07:00:00,16269.0
2006-03-02 08:00:00,17063.0
2006-03-02 09:00:00,16961.0
2006-03-02 10:00:00,16928.0
2006-03-02 11:00:00,16854.0
2006-03-02 12:00:00,16705.0
2006-03-02 13:00:00,16537.0
2006-03-02 14:00:00,16355.0
2006-03-02 15:00:00,16235.0
2006-03-02 16:00:00,16104.0
2006-03-02 17:00:00,16245.0
2006-03-02 18:00:00,16570.0
2006-03-02 19:00:00,17357.0
2006-03-02 20:00:00,17833.0
2006-03-02 21:00:00,17624.0
2006-03-02 22:00:00,17431.0
2006-03-02 23:00:00,16583.0
2006-03-02 00:00:00,14925.0
