Datetime,DEOK_MW
2013-08-13 01:00:00,3230.0
2013-08-13 02:00:00,3060.0
2013-08-13 03:00:00,2915.0
2013-08-13 04:00:00,2838.0
2013-08-13 05:00:00,2818.0
2013-08-13 06:00:00,2940.0
2013-08-13 07:00:00,3120.0
2013-08-13 08:00:00,3230.0
2013-08-13 09:00:00,3365.0
2013-08-13 10:00:00,3458.0
2013-08-13 11:00:00,3608.0
2013-08-13 12:00:00,3780.0
2013-08-13 13:00:00,3907.0
2013-08-13 14:00:00,4002.0
2013-08-13 15:00:00,4071.0
2013-08-13 16:00:00,4082.0
2013-08-13 17:00:00,3990.0
2013-08-13 18:00:00,3886.0
2013-08-13 19:00:00,3709.0
2013-08-13 20:00:00,3530.0
2013-08-13 21:00:00,3428.0
2013-08-13 22:00:00,3389.0
2013-08-13 23:00:00,3109.0
2013-08-13 00:00:00,3476.0
