Datetime,DEOK_MW
2015-09-07 01:00:00,3122.0
2015-09-07 02:00:00,2915.0
2015-09-07 03:00:00,2781.0
2015-09-07 04:00:00,2674.0
2015-09-07 05:00:00,2616.0
2015-09-07 06:00:00,2610.0
2015-09-07 07:00:00,2667.0
2015-09-07 08:00:00,2645.0
2015-09-07 09:00:00,2833.0
2015-09-07 10:00:00,3187.0
2015-09-07 11:00:00,3528.0
2015-09-07 12:00:00,3869.0
2015-09-07 13:00:00,4148.0
2015-09-07 14:00:00,4323.0
2015-09-07 15:00:00,4457.0
2015-09-07 16:00:00,4547.0
2015-09-07 17:00:00,4611.0
2015-09-07 18:00:00,4637.0
2015-09-07 19:00:00,4565.0
2015-09-07 20:00:00,4426.0
2015-09-07 21:00:00,4369.0
2015-09-07 22:00:00,4148.0
2015-09-07 23:00:00,3816.0
2015-09-07 00:00:00,3377.0
