Datetime,DEOK_MW
2012-06-22 01:00:00,3455.0
2012-06-22 02:00:00,3210.0
2012-06-22 03:00:00,3036.0
2012-06-22 04:00:00,2918.0
2012-06-22 05:00:00,2886.0
2012-06-22 06:00:00,2989.0
2012-06-22 07:00:00,3124.0
2012-06-22 08:00:00,3308.0
2012-06-22 09:00:00,3477.0
2012-06-22 10:00:00,3668.0
2012-06-22 11:00:00,3898.0
2012-06-22 12:00:00,4092.0
2012-06-22 13:00:00,4228.0
2012-06-22 14:00:00,4324.0
2012-06-22 15:00:00,4423.0
2012-06-22 16:00:00,4489.0
2012-06-22 17:00:00,4528.0
2012-06-22 18:00:00,4517.0
2012-06-22 19:00:00,4421.0
2012-06-22 20:00:00,4252.0
2012-06-22 21:00:00,4066.0
2012-06-22 22:00:00,3924.0
2012-06-22 23:00:00,3706.0
2012-06-22 00:00:00,3797.0
