Datetime,DEOK_MW
2017-09-25 01:00:00,2783.0
2017-09-25 02:00:00,2627.0
2017-09-25 03:00:00,2512.0
2017-09-25 04:00:00,2447.0
2017-09-25 05:00:00,2489.0
2017-09-25 06:00:00,2638.0
2017-09-25 07:00:00,2927.0
2017-09-25 08:00:00,3088.0
2017-09-25 09:00:00,3154.0
2017-09-25 10:00:00,3293.0
2017-09-25 11:00:00,3509.0
2017-09-25 12:00:00,3743.0
2017-09-25 13:00:00,3977.0
2017-09-25 14:00:00,4184.0
2017-09-25 15:00:00,4370.0
2017-09-25 16:00:00,4402.0
2017-09-25 17:00:00,4419.0
2017-09-25 18:00:00,4366.0
2017-09-25 19:00:00,4237.0
2017-09-25 20:00:00,4141.0
2017-09-25 21:00:00,4113.0
2017-09-25 22:00:00,3865.0
2017-09-25 23:00:00,3549.0
2017-09-25 00:00:00,3016.0
