Datetime,DEOK_MW
2016-10-29 01:00:00,2302.0
2016-10-29 02:00:00,2210.0
2016-10-29 03:00:00,2169.0
2016-10-29 04:00:00,2140.0
2016-10-29 05:00:00,2139.0
2016-10-29 06:00:00,2177.0
2016-10-29 07:00:00,2300.0
2016-10-29 08:00:00,2412.0
2016-10-29 09:00:00,2494.0
2016-10-29 10:00:00,2583.0
2016-10-29 11:00:00,2647.0
2016-10-29 12:00:00,2677.0
2016-10-29 13:00:00,2680.0
2016-10-29 14:00:00,2658.0
2016-10-29 15:00:00,2656.0
2016-10-29 16:00:00,2678.0
2016-10-29 17:00:00,2697.0
2016-10-29 18:00:00,2704.0
2016-10-29 19:00:00,2707.0
2016-10-29 20:00:00,2773.0
2016-10-29 21:00:00,2719.0
2016-10-29 22:00:00,2657.0
2016-10-29 23:00:00,2542.0
2016-10-29 00:00:00,2450.0
