Datetime,DEOK_MW
2016-02-27 01:00:00,2844.0
2016-02-27 02:00:00,2773.0
2016-02-27 03:00:00,2710.0
2016-02-27 04:00:00,2696.0
2016-02-27 05:00:00,2727.0
2016-02-27 06:00:00,2784.0
2016-02-27 07:00:00,2894.0
2016-02-27 08:00:00,2998.0
2016-02-27 09:00:00,3057.0
2016-02-27 10:00:00,3058.0
2016-02-27 11:00:00,3027.0
2016-02-27 12:00:00,2960.0
2016-02-27 13:00:00,2897.0
2016-02-27 14:00:00,2801.0
2016-02-27 15:00:00,2739.0
2016-02-27 16:00:00,2685.0
2016-02-27 17:00:00,2656.0
2016-02-27 18:00:00,2708.0
2016-02-27 19:00:00,2836.0
2016-02-27 20:00:00,2943.0
2016-02-27 21:00:00,2934.0
2016-02-27 22:00:00,2872.0
2016-02-27 23:00:00,2763.0
2016-02-27 00:00:00,2985.0
