Datetime,DEOK_MW
2018-05-29 01:00:00,3138.0
2018-05-29 02:00:00,2899.0
2018-05-29 03:00:00,2771.0
2018-05-29 04:00:00,2703.0
2018-05-29 05:00:00,2699.0
2018-05-29 06:00:00,2825.0
2018-05-29 07:00:00,3037.0
2018-05-29 08:00:00,3243.0
2018-05-29 09:00:00,3368.0
2018-05-29 10:00:00,3497.0
2018-05-29 11:00:00,3651.0
2018-05-29 12:00:00,3822.0
2018-05-29 13:00:00,4047.0
2018-05-29 14:00:00,4233.0
2018-05-29 15:00:00,4394.0
2018-05-29 16:00:00,4542.0
2018-05-29 17:00:00,4547.0
2018-05-29 18:00:00,4448.0
2018-05-29 19:00:00,4401.0
2018-05-29 20:00:00,4316.0
2018-05-29 21:00:00,4299.0
2018-05-29 22:00:00,4181.0
2018-05-29 23:00:00,3946.0
2018-05-29 00:00:00,3404.0
