Datetime,DEOK_MW
2017-08-21 01:00:00,3288.0
2017-08-21 02:00:00,3108.0
2017-08-21 03:00:00,2989.0
2017-08-21 04:00:00,2919.0
2017-08-21 05:00:00,2936.0
2017-08-21 06:00:00,3083.0
2017-08-21 07:00:00,3337.0
2017-08-21 08:00:00,3496.0
2017-08-21 09:00:00,3697.0
2017-08-21 10:00:00,3948.0
2017-08-21 11:00:00,4268.0
2017-08-21 12:00:00,4529.0
2017-08-21 13:00:00,4725.0
2017-08-21 14:00:00,4877.0
2017-08-21 15:00:00,4682.0
2017-08-21 16:00:00,4740.0
2017-08-21 17:00:00,4937.0
2017-08-21 18:00:00,4881.0
2017-08-21 19:00:00,4749.0
2017-08-21 20:00:00,4617.0
2017-08-21 21:00:00,4568.0
2017-08-21 22:00:00,4436.0
2017-08-21 23:00:00,4121.0
2017-08-21 00:00:00,3551.0
