Datetime,DEOK_MW
2015-11-12 01:00:00,2436.0
2015-11-12 02:00:00,2373.0
2015-11-12 03:00:00,2329.0
2015-11-12 04:00:00,2314.0
2015-11-12 05:00:00,2366.0
2015-11-12 06:00:00,2484.0
2015-11-12 07:00:00,2774.0
2015-11-12 08:00:00,2905.0
2015-11-12 09:00:00,2863.0
2015-11-12 10:00:00,2881.0
2015-11-12 11:00:00,2959.0
2015-11-12 12:00:00,2975.0
2015-11-12 13:00:00,2987.0
2015-11-12 14:00:00,2981.0
2015-11-12 15:00:00,2948.0
2015-11-12 16:00:00,2936.0
2015-11-12 17:00:00,3009.0
2015-11-12 18:00:00,3110.0
2015-11-12 19:00:00,3154.0
2015-11-12 20:00:00,3111.0
2015-11-12 21:00:00,3040.0
2015-11-12 22:00:00,2928.0
2015-11-12 23:00:00,2750.0
2015-11-12 00:00:00,2538.0
