Datetime,DEOK_MW
2018-01-09 01:00:00,3004.0
2018-01-09 02:00:00,2941.0
2018-01-09 03:00:00,2907.0
2018-01-09 04:00:00,2901.0
2018-01-09 05:00:00,2980.0
2018-01-09 06:00:00,3160.0
2018-01-09 07:00:00,3441.0
2018-01-09 08:00:00,3573.0
2018-01-09 09:00:00,3560.0
2018-01-09 10:00:00,3529.0
2018-01-09 11:00:00,3553.0
2018-01-09 12:00:00,3496.0
2018-01-09 13:00:00,3454.0
2018-01-09 14:00:00,3376.0
2018-01-09 15:00:00,3257.0
2018-01-09 16:00:00,3197.0
2018-01-09 17:00:00,3271.0
2018-01-09 18:00:00,3462.0
2018-01-09 19:00:00,3576.0
2018-01-09 20:00:00,3574.0
2018-01-09 21:00:00,3545.0
2018-01-09 22:00:00,3445.0
2018-01-09 23:00:00,3261.0
2018-01-09 00:00:00,3135.0
