Datetime,DEOK_MW
2015-08-12 01:00:00,2953.0
2015-08-12 02:00:00,2750.0
2015-08-12 03:00:00,2625.0
2015-08-12 04:00:00,2543.0
2015-08-12 05:00:00,2551.0
2015-08-12 06:00:00,2653.0
2015-08-12 07:00:00,2864.0
2015-08-12 08:00:00,2973.0
2015-08-12 09:00:00,3131.0
2015-08-12 10:00:00,3272.0
2015-08-12 11:00:00,3490.0
2015-08-12 12:00:00,3619.0
2015-08-12 13:00:00,3703.0
2015-08-12 14:00:00,3816.0
2015-08-12 15:00:00,3919.0
2015-08-12 16:00:00,3989.0
2015-08-12 17:00:00,4035.0
2015-08-12 18:00:00,4035.0
2015-08-12 19:00:00,3953.0
2015-08-12 20:00:00,3783.0
2015-08-12 21:00:00,3644.0
2015-08-12 22:00:00,3603.0
2015-08-12 23:00:00,3296.0
2015-08-12 00:00:00,3211.0
