Datetime,DEOK_MW
2014-09-28 01:00:00,2350.0
2014-09-28 02:00:00,2234.0
2014-09-28 03:00:00,2156.0
2014-09-28 04:00:00,2101.0
2014-09-28 05:00:00,2077.0
2014-09-28 06:00:00,2088.0
2014-09-28 07:00:00,2133.0
2014-09-28 08:00:00,2216.0
2014-09-28 09:00:00,2301.0
2014-09-28 10:00:00,2428.0
2014-09-28 11:00:00,2562.0
2014-09-28 12:00:00,2725.0
2014-09-28 13:00:00,2895.0
2014-09-28 14:00:00,3012.0
2014-09-28 15:00:00,3082.0
2014-09-28 16:00:00,3203.0
2014-09-28 17:00:00,3295.0
2014-09-28 18:00:00,3338.0
2014-09-28 19:00:00,3278.0
2014-09-28 20:00:00,3327.0
2014-09-28 21:00:00,3352.0
2014-09-28 22:00:00,3198.0
2014-09-28 23:00:00,2972.0
2014-09-28 00:00:00,2543.0
