Datetime,DEOK_MW
2017-11-01 01:00:00,2683.0
2017-11-01 02:00:00,2591.0
2017-11-01 03:00:00,2538.0
2017-11-01 04:00:00,2534.0
2017-11-01 05:00:00,2560.0
2017-11-01 06:00:00,2748.0
2017-11-01 07:00:00,3003.0
2017-11-01 08:00:00,3176.0
2017-11-01 09:00:00,3213.0
2017-11-01 10:00:00,3215.0
2017-11-01 11:00:00,3232.0
2017-11-01 12:00:00,3222.0
2017-11-01 13:00:00,3206.0
2017-11-01 14:00:00,3182.0
2017-11-01 15:00:00,3157.0
2017-11-01 16:00:00,3160.0
2017-11-01 17:00:00,3149.0
2017-11-01 18:00:00,3170.0
2017-11-01 19:00:00,3215.0
2017-11-01 20:00:00,3211.0
2017-11-01 21:00:00,3137.0
2017-11-01 22:00:00,3000.0
2017-11-01 23:00:00,2793.0
2017-11-01 00:00:00,2798.0
