Datetime,DEOK_MW
2012-10-05 01:00:00,2400.0
2012-10-05 02:00:00,2271.0
2012-10-05 03:00:00,2194.0
2012-10-05 04:00:00,2161.0
2012-10-05 05:00:00,2180.0
2012-10-05 06:00:00,2339.0
2012-10-05 07:00:00,2664.0
2012-10-05 08:00:00,2808.0
2012-10-05 09:00:00,2845.0
2012-10-05 10:00:00,2929.0
2012-10-05 11:00:00,3000.0
2012-10-05 12:00:00,3059.0
2012-10-05 13:00:00,3102.0
2012-10-05 14:00:00,3146.0
2012-10-05 15:00:00,3188.0
2012-10-05 16:00:00,3153.0
2012-10-05 17:00:00,3112.0
2012-10-05 18:00:00,3052.0
2012-10-05 19:00:00,2957.0
2012-10-05 20:00:00,2962.0
2012-10-05 21:00:00,2858.0
2012-10-05 22:00:00,2743.0
2012-10-05 23:00:00,2551.0
2012-10-05 00:00:00,2577.0
