Datetime,DEOK_MW
2013-09-16 01:00:00,2378.0
2013-09-16 02:00:00,2261.0
2013-09-16 03:00:00,2213.0
2013-09-16 04:00:00,2187.0
2013-09-16 05:00:00,2205.0
2013-09-16 06:00:00,2371.0
2013-09-16 07:00:00,2702.0
2013-09-16 08:00:00,2899.0
2013-09-16 09:00:00,2952.0
2013-09-16 10:00:00,3017.0
2013-09-16 11:00:00,3097.0
2013-09-16 12:00:00,3139.0
2013-09-16 13:00:00,3179.0
2013-09-16 14:00:00,3196.0
2013-09-16 15:00:00,3202.0
2013-09-16 16:00:00,3195.0
2013-09-16 17:00:00,3220.0
2013-09-16 18:00:00,3213.0
2013-09-16 19:00:00,3156.0
2013-09-16 20:00:00,3132.0
2013-09-16 21:00:00,3213.0
2013-09-16 22:00:00,3042.0
2013-09-16 23:00:00,2830.0
2013-09-16 00:00:00,2537.0
