Datetime,DEOK_MW
2015-06-25 01:00:00,3063.0
2015-06-25 02:00:00,2850.0
2015-06-25 03:00:00,2716.0
2015-06-25 04:00:00,2641.0
2015-06-25 05:00:00,2635.0
2015-06-25 06:00:00,2742.0
2015-06-25 07:00:00,2938.0
2015-06-25 08:00:00,3133.0
2015-06-25 09:00:00,3264.0
2015-06-25 10:00:00,3344.0
2015-06-25 11:00:00,3399.0
2015-06-25 12:00:00,3455.0
2015-06-25 13:00:00,3549.0
2015-06-25 14:00:00,3649.0
2015-06-25 15:00:00,3782.0
2015-06-25 16:00:00,3978.0
2015-06-25 17:00:00,4151.0
2015-06-25 18:00:00,4227.0
2015-06-25 19:00:00,4204.0
2015-06-25 20:00:00,4079.0
2015-06-25 21:00:00,3977.0
2015-06-25 22:00:00,3955.0
2015-06-25 23:00:00,3741.0
2015-06-25 00:00:00,3356.0
