Datetime,DEOK_MW
2013-01-14 01:00:00,2538.0
2013-01-14 02:00:00,2496.0
2013-01-14 03:00:00,2527.0
2013-01-14 04:00:00,2564.0
2013-01-14 05:00:00,2677.0
2013-01-14 06:00:00,2924.0
2013-01-14 07:00:00,3307.0
2013-01-14 08:00:00,3554.0
2013-01-14 09:00:00,3576.0
2013-01-14 10:00:00,3572.0
2013-01-14 11:00:00,3580.0
2013-01-14 12:00:00,3577.0
2013-01-14 13:00:00,3510.0
2013-01-14 14:00:00,3465.0
2013-01-14 15:00:00,3456.0
2013-01-14 16:00:00,3496.0
2013-01-14 17:00:00,3583.0
2013-01-14 18:00:00,3730.0
2013-01-14 19:00:00,3806.0
2013-01-14 20:00:00,3775.0
2013-01-14 21:00:00,3720.0
2013-01-14 22:00:00,3603.0
2013-01-14 23:00:00,3396.0
2013-01-14 00:00:00,2615.0
