Datetime,DEOK_MW
2017-09-14 01:00:00,2324.0
2017-09-14 02:00:00,2258.0
2017-09-14 03:00:00,2195.0
2017-09-14 04:00:00,2144.0
2017-09-14 05:00:00,2187.0
2017-09-14 06:00:00,2362.0
2017-09-14 07:00:00,2649.0
2017-09-14 08:00:00,2826.0
2017-09-14 09:00:00,2877.0
2017-09-14 10:00:00,2927.0
2017-09-14 11:00:00,2987.0
2017-09-14 12:00:00,3013.0
2017-09-14 13:00:00,3035.0
2017-09-14 14:00:00,3063.0
2017-09-14 15:00:00,3075.0
2017-09-14 16:00:00,3054.0
2017-09-14 17:00:00,3060.0
2017-09-14 18:00:00,3042.0
2017-09-14 19:00:00,3021.0
2017-09-14 20:00:00,3042.0
2017-09-14 21:00:00,3126.0
2017-09-14 22:00:00,3021.0
2017-09-14 23:00:00,2839.0
2017-09-14 00:00:00,2485.0
