Datetime,DEOK_MW
2012-09-26 01:00:00,2311.0
2012-09-26 02:00:00,2225.0
2012-09-26 03:00:00,2158.0
2012-09-26 04:00:00,2136.0
2012-09-26 05:00:00,2146.0
2012-09-26 06:00:00,2300.0
2012-09-26 07:00:00,2625.0
2012-09-26 08:00:00,2840.0
2012-09-26 09:00:00,2913.0
2012-09-26 10:00:00,2962.0
2012-09-26 11:00:00,3024.0
2012-09-26 12:00:00,3055.0
2012-09-26 13:00:00,3064.0
2012-09-26 14:00:00,3107.0
2012-09-26 15:00:00,3115.0
2012-09-26 16:00:00,3093.0
2012-09-26 17:00:00,3056.0
2012-09-26 18:00:00,3054.0
2012-09-26 19:00:00,3027.0
2012-09-26 20:00:00,3095.0
2012-09-26 21:00:00,3136.0
2012-09-26 22:00:00,3016.0
2012-09-26 23:00:00,2814.0
2012-09-26 00:00:00,2446.0
