Datetime,DEOK_MW
2012-11-09 01:00:00,2586.0
2012-11-09 02:00:00,2532.0
2012-11-09 03:00:00,2515.0
2012-11-09 04:00:00,2515.0
2012-11-09 05:00:00,2601.0
2012-11-09 06:00:00,2802.0
2012-11-09 07:00:00,3125.0
2012-11-09 08:00:00,3240.0
2012-11-09 09:00:00,3189.0
2012-11-09 10:00:00,3114.0
2012-11-09 11:00:00,3061.0
2012-11-09 12:00:00,3012.0
2012-11-09 13:00:00,2945.0
2012-11-09 14:00:00,2915.0
2012-11-09 15:00:00,2859.0
2012-11-09 16:00:00,2852.0
2012-11-09 17:00:00,2839.0
2012-11-09 18:00:00,2960.0
2012-11-09 19:00:00,3052.0
2012-11-09 20:00:00,2996.0
2012-11-09 21:00:00,2939.0
2012-11-09 22:00:00,2818.0
2012-11-09 23:00:00,2654.0
2012-11-09 00:00:00,2690.0
