Datetime,DEOK_MW
2012-06-24 01:00:00,2916.0
2012-06-24 02:00:00,2767.0
2012-06-24 03:00:00,2631.0
2012-06-24 04:00:00,2539.0
2012-06-24 05:00:00,2481.0
2012-06-24 06:00:00,2446.0
2012-06-24 07:00:00,2390.0
2012-06-24 08:00:00,2512.0
2012-06-24 09:00:00,2784.0
2012-06-24 10:00:00,3126.0
2012-06-24 11:00:00,3431.0
2012-06-24 12:00:00,3706.0
2012-06-24 13:00:00,3884.0
2012-06-24 14:00:00,4048.0
2012-06-24 15:00:00,4151.0
2012-06-24 16:00:00,4259.0
2012-06-24 17:00:00,4324.0
2012-06-24 18:00:00,4421.0
2012-06-24 19:00:00,4410.0
2012-06-24 20:00:00,4319.0
2012-06-24 21:00:00,4164.0
2012-06-24 22:00:00,4075.0
2012-06-24 23:00:00,3878.0
2012-06-24 00:00:00,3197.0
