Datetime,DEOK_MW
2015-06-12 01:00:00,3463.0
2015-06-12 02:00:00,3236.0
2015-06-12 03:00:00,3058.0
2015-06-12 04:00:00,2953.0
2015-06-12 05:00:00,2925.0
2015-06-12 06:00:00,3032.0
2015-06-12 07:00:00,3205.0
2015-06-12 08:00:00,3463.0
2015-06-12 09:00:00,3768.0
2015-06-12 10:00:00,4086.0
2015-06-12 11:00:00,4350.0
2015-06-12 12:00:00,4552.0
2015-06-12 13:00:00,4687.0
2015-06-12 14:00:00,4758.0
2015-06-12 15:00:00,4804.0
2015-06-12 16:00:00,4796.0
2015-06-12 17:00:00,4523.0
2015-06-12 18:00:00,4423.0
2015-06-12 19:00:00,4288.0
2015-06-12 20:00:00,4136.0
2015-06-12 21:00:00,4035.0
2015-06-12 22:00:00,4019.0
2015-06-12 23:00:00,3782.0
2015-06-12 00:00:00,3772.0
