Datetime,DEOK_MW
2013-06-13 01:00:00,3570.0
2013-06-13 02:00:00,3390.0
2013-06-13 03:00:00,3268.0
2013-06-13 04:00:00,3170.0
2013-06-13 05:00:00,3119.0
2013-06-13 06:00:00,3183.0
2013-06-13 07:00:00,3335.0
2013-06-13 08:00:00,3571.0
2013-06-13 09:00:00,3768.0
2013-06-13 10:00:00,3684.0
2013-06-13 11:00:00,3637.0
2013-06-13 12:00:00,3686.0
2013-06-13 13:00:00,3715.0
2013-06-13 14:00:00,3735.0
2013-06-13 15:00:00,3780.0
2013-06-13 16:00:00,3809.0
2013-06-13 17:00:00,3848.0
2013-06-13 18:00:00,3810.0
2013-06-13 19:00:00,3777.0
2013-06-13 20:00:00,3654.0
2013-06-13 21:00:00,3515.0
2013-06-13 22:00:00,3462.0
2013-06-13 23:00:00,3314.0
2013-06-13 00:00:00,3847.0
