Datetime,DEOK_MW
2015-03-22 01:00:00,2293.0
2015-03-22 02:00:00,2241.0
2015-03-22 03:00:00,2236.0
2015-03-22 04:00:00,2235.0
2015-03-22 05:00:00,2257.0
2015-03-22 06:00:00,2330.0
2015-03-22 07:00:00,2442.0
2015-03-22 08:00:00,2593.0
2015-03-22 09:00:00,2689.0
2015-03-22 10:00:00,2791.0
2015-03-22 11:00:00,2788.0
2015-03-22 12:00:00,2760.0
2015-03-22 13:00:00,2728.0
2015-03-22 14:00:00,2694.0
2015-03-22 15:00:00,2622.0
2015-03-22 16:00:00,2609.0
2015-03-22 17:00:00,2604.0
2015-03-22 18:00:00,2640.0
2015-03-22 19:00:00,2686.0
2015-03-22 20:00:00,2794.0
2015-03-22 21:00:00,2961.0
2015-03-22 22:00:00,2954.0
2015-03-22 23:00:00,2797.0
2015-03-22 00:00:00,2405.0
