Datetime,DEOK_MW
2016-10-22 01:00:00,2262.0
2016-10-22 02:00:00,2194.0
2016-10-22 03:00:00,2153.0
2016-10-22 04:00:00,2120.0
2016-10-22 05:00:00,2127.0
2016-10-22 06:00:00,2182.0
2016-10-22 07:00:00,2292.0
2016-10-22 08:00:00,2417.0
2016-10-22 09:00:00,2517.0
2016-10-22 10:00:00,2590.0
2016-10-22 11:00:00,2627.0
2016-10-22 12:00:00,2615.0
2016-10-22 13:00:00,2599.0
2016-10-22 14:00:00,2568.0
2016-10-22 15:00:00,2517.0
2016-10-22 16:00:00,2464.0
2016-10-22 17:00:00,2445.0
2016-10-22 18:00:00,2452.0
2016-10-22 19:00:00,2478.0
2016-10-22 20:00:00,2605.0
2016-10-22 21:00:00,2611.0
2016-10-22 22:00:00,2572.0
2016-10-22 23:00:00,2491.0
2016-10-22 00:00:00,2410.0
