Datetime,DEOK_MW
2013-08-27 01:00:00,3291.0
2013-08-27 02:00:00,3095.0
2013-08-27 03:00:00,2964.0
2013-08-27 04:00:00,2865.0
2013-08-27 05:00:00,2867.0
2013-08-27 06:00:00,3022.0
2013-08-27 07:00:00,3353.0
2013-08-27 08:00:00,3484.0
2013-08-27 09:00:00,3638.0
2013-08-27 10:00:00,3846.0
2013-08-27 11:00:00,4125.0
2013-08-27 12:00:00,4387.0
2013-08-27 13:00:00,4545.0
2013-08-27 14:00:00,4654.0
2013-08-27 15:00:00,4720.0
2013-08-27 16:00:00,4774.0
2013-08-27 17:00:00,4874.0
2013-08-27 18:00:00,4861.0
2013-08-27 19:00:00,4809.0
2013-08-27 20:00:00,4714.0
2013-08-27 21:00:00,4697.0
2013-08-27 22:00:00,4586.0
2013-08-27 23:00:00,4217.0
2013-08-27 00:00:00,3561.0
