Datetime,DEOK_MW
2016-08-02 01:00:00,3248.0
2016-08-02 02:00:00,3053.0
2016-08-02 03:00:00,2917.0
2016-08-02 04:00:00,2823.0
2016-08-02 05:00:00,2837.0
2016-08-02 06:00:00,2950.0
2016-08-02 07:00:00,3157.0
2016-08-02 08:00:00,3297.0
2016-08-02 09:00:00,3472.0
2016-08-02 10:00:00,3713.0
2016-08-02 11:00:00,3975.0
2016-08-02 12:00:00,4214.0
2016-08-02 13:00:00,4412.0
2016-08-02 14:00:00,4613.0
2016-08-02 15:00:00,4729.0
2016-08-02 16:00:00,4807.0
2016-08-02 17:00:00,4865.0
2016-08-02 18:00:00,4844.0
2016-08-02 19:00:00,4720.0
2016-08-02 20:00:00,4607.0
2016-08-02 21:00:00,4466.0
2016-08-02 22:00:00,4387.0
2016-08-02 23:00:00,4099.0
2016-08-02 00:00:00,3511.0
