Datetime,DEOK_MW
2013-01-22 01:00:00,3492.0
2013-01-22 02:00:00,3448.0
2013-01-22 03:00:00,3439.0
2013-01-22 04:00:00,3448.0
2013-01-22 05:00:00,3545.0
2013-01-22 06:00:00,3757.0
2013-01-22 07:00:00,4069.0
2013-01-22 08:00:00,4257.0
2013-01-22 09:00:00,4211.0
2013-01-22 10:00:00,4103.0
2013-01-22 11:00:00,4101.0
2013-01-22 12:00:00,4052.0
2013-01-22 13:00:00,3986.0
2013-01-22 14:00:00,3892.0
2013-01-22 15:00:00,3830.0
2013-01-22 16:00:00,3794.0
2013-01-22 17:00:00,3826.0
2013-01-22 18:00:00,3986.0
2013-01-22 19:00:00,4229.0
2013-01-22 20:00:00,4225.0
2013-01-22 21:00:00,4178.0
2013-01-22 22:00:00,4040.0
2013-01-22 23:00:00,3855.0
2013-01-22 00:00:00,3611.0
