Datetime,DEOK_MW
2017-08-14 01:00:00,2795.0
2017-08-14 02:00:00,2642.0
2017-08-14 03:00:00,2511.0
2017-08-14 04:00:00,2447.0
2017-08-14 05:00:00,2485.0
2017-08-14 06:00:00,2627.0
2017-08-14 07:00:00,2859.0
2017-08-14 08:00:00,3038.0
2017-08-14 09:00:00,3160.0
2017-08-14 10:00:00,3301.0
2017-08-14 11:00:00,3494.0
2017-08-14 12:00:00,3693.0
2017-08-14 13:00:00,3891.0
2017-08-14 14:00:00,4050.0
2017-08-14 15:00:00,4181.0
2017-08-14 16:00:00,4115.0
2017-08-14 17:00:00,4081.0
2017-08-14 18:00:00,4079.0
2017-08-14 19:00:00,4069.0
2017-08-14 20:00:00,3923.0
2017-08-14 21:00:00,3875.0
2017-08-14 22:00:00,3822.0
2017-08-14 23:00:00,3568.0
2017-08-14 00:00:00,3027.0
